date/time,script,user,action,table,field,"key value","old value","new value"
"2024-12-16 06:42:17",/afyaplus/login,1,login,::1,,,,
"2024-12-16 07:08:10",/afyaplus/logout,1,logout,::1,,,,
"2024-12-16 07:08:19",/afyaplus/login,1,login,::1,,,,
"2024-12-16 07:09:17",/afyaplus/logout,1,logout,::1,,,,
"2024-12-16 07:09:33",/afyaplus/login,5,login,::1,,,,
"2024-12-16 07:16:00",/afyaplus/logout,5,logout,::1,,,,
"2024-12-16 07:16:13",/afyaplus/login,9,login,::1,,,,
"2024-12-16 08:14:13",/afyaplus/logout,9,logout,::1,,,,
"2024-12-16 08:14:35",/afyaplus/login,6,login,::1,,,,
"2024-12-16 08:20:11",/afyaplus/logout,6,logout,::1,,,,
"2024-12-16 08:32:47",/afyaplus/logout,-2,logout,::1,,,,
"2024-12-16 08:33:12",/afyaplus/login,2,login,::1,,,,
"2024-12-16 08:35:03",/afyaplus/logout,2,logout,::1,,,,
"2024-12-16 08:38:10",/afyaplus/login,4,login,::1,,,,
"2024-12-16 08:44:52",/afyaplus/logout,4,logout,::1,,,,
"2024-12-16 08:45:08",/afyaplus/login,2,login,::1,,,,
"2024-12-16 08:58:12",/afyaplus/logout,2,logout,::1,,,,
"2024-12-16 08:58:20",/afyaplus/login,2,login,::1,,,,
"2024-12-16 09:01:34",/afyaplus/logout,2,logout,::1,,,,
"2024-12-16 09:03:17",/afyaplus/login,2,login,::1,,,,
"2024-12-16 09:32:52",/afyaplus/logout,2,logout,::1,,,,
"2024-12-16 09:33:04",/afyaplus/login,1,login,::1,,,,
