date/time,script,user,action,table,field,"key value","old value","new value"
"2024-11-28 08:04:08",/afyaplus/logout,2,logout,::1,,,,
"2024-11-28 08:04:18",/afyaplus/login,1,login,::1,,,,
"2024-11-28 08:18:50",/afyaplus/logout,1,logout,::1,,,,
"2024-11-28 08:20:26",/afyaplus/login,1,login,::1,,,,
"2024-11-28 09:15:32",/afyaplus/logout,1,logout,::1,,,,
"2024-11-28 09:15:42",/afyaplus/login,2,login,::1,,,,
"2024-11-28 09:40:45",/afyaplus/logout,2,logout,::1,,,,
"2024-11-28 09:41:07",/afyaplus/login,2,login,::1,,,,
"2024-11-28 10:10:36",/afyaplus/logout,2,logout,::1,,,,
"2024-11-28 10:10:47",/afyaplus/login,4,login,::1,,,,
"2024-11-28 10:37:17",/afyaplus/logout,4,logout,::1,,,,
"2024-11-28 11:21:53",/afyaplus/login,4,login,::1,,,,
"2024-11-28 11:22:44",/afyaplus/logout,4,logout,::1,,,,
"2024-11-28 11:22:52",/afyaplus/login,3,login,::1,,,,
"2024-11-28 11:26:07",/afyaplus/logout,3,logout,::1,,,,
"2024-11-28 11:26:17",/afyaplus/login,2,login,::1,,,,
"2024-11-28 11:27:29",/afyaplus/logout,2,logout,::1,,,,
"2024-11-28 11:27:41",/afyaplus/login,3,login,::1,,,,
"2024-11-28 11:36:46",/afyaplus/logout,3,logout,::1,,,,
"2024-11-28 11:36:51",/afyaplus/login,3,login,::1,,,,
"2024-11-28 11:45:10",/afyaplus/logout,3,logout,::1,,,,
"2024-11-28 11:45:16",/afyaplus/login,3,login,::1,,,,
"2024-11-28 11:46:09",/afyaplus/logout,3,logout,::1,,,,
"2024-11-28 11:46:18",/afyaplus/login,1,login,::1,,,,
"2024-11-28 11:47:33",/afyaplus/logout,1,logout,::1,,,,
"2024-11-28 11:47:45",/afyaplus/login,3,login,::1,,,,
"2024-11-28 12:17:31",/afyaplus/logout,3,logout,::1,,,,
"2024-11-28 12:17:49",/afyaplus/login,4,login,::1,,,,
"2024-11-28 12:56:53",/afyaplus/logout,4,logout,::1,,,,
"2024-11-28 12:57:10",/afyaplus/login,1,login,::1,,,,
"2024-11-28 12:59:47",/afyaplus/logout,1,logout,::1,,,,
"2024-11-28 12:59:56",/afyaplus/login,5,login,::1,,,,
"2024-11-28 13:05:48",/afyaplus/logout,5,logout,::1,,,,
"2024-11-28 13:05:53",/afyaplus/login,5,login,::1,,,,
"2024-11-28 13:13:28",/afyaplus/logout,5,logout,::1,,,,
"2024-11-28 13:13:33",/afyaplus/login,5,login,::1,,,,
"2024-11-28 17:00:32",/afyaplus/logout,5,logout,::1,,,,
"2024-11-28 17:00:37",/afyaplus/login,5,login,::1,,,,
"2024-11-28 17:12:22",/afyaplus/logout,5,logout,::1,,,,
"2024-11-28 17:12:29",/afyaplus/login,5,login,::1,,,,
"2024-11-28 17:30:45",/afyaplus/logout,5,logout,::1,,,,
"2024-11-28 17:30:50",/afyaplus/login,5,login,::1,,,,
"2024-11-28 17:47:19",/afyaplus/logout,5,logout,::1,,,,
"2024-11-28 17:47:28",/afyaplus/login,4,login,::1,,,,
"2024-11-28 18:04:17",/afyaplus/logout,4,logout,::1,,,,
"2024-11-28 18:04:28",/afyaplus/login,5,login,::1,,,,
"2024-11-28 18:07:00",/afyaplus/logout,5,logout,::1,,,,
"2024-11-28 18:07:10",/afyaplus/login,4,login,::1,,,,
