date/time,script,user,action,table,field,"key value","old value","new value"
"2024-12-31 07:28:14",/afyaplus/logout,2,logout,::1,,,,
"2024-12-31 07:59:54",/afyaplus/login,2,login,::1,,,,
"2024-12-31 08:17:36",/afyaplus/logout,2,logout,::1,,,,
"2024-12-31 13:27:46",/afyaplus/login,1,login,::1,,,,
"2024-12-31 15:05:51",/afyaplus/logout,1,logout,::1,,,,
"2024-12-31 17:42:10",/afyaplus/login,1,login,::1,,,,
"2024-12-31 19:18:30",/afyaplus/logout,1,logout,::1,,,,
"2024-12-31 21:11:08",/afyaplus/login,1,login,::1,,,,
"2024-12-31 21:39:06",/afyaplus/logout,1,logout,::1,,,,
"2024-12-31 21:39:20",/afyaplus/login,1,login,::1,,,,
"2024-12-31 21:39:53",/afyaplus/logout,1,logout,::1,,,,
"2024-12-31 21:40:03",/afyaplus/login,1,login,::1,,,,
"2024-12-31 21:43:53",/afyaplus/logout,1,logout,::1,,,,
"2024-12-31 21:44:02",/afyaplus/login,1,login,::1,,,,
"2024-12-31 21:44:14",/afyaplus/logout,1,logout,::1,,,,
"2024-12-31 21:46:02",/afyaplus/login,2,login,::1,,,,
