date/time,script,user,action,table,field,"key value","old value","new value"
"2024-11-26 06:56:44",/afyaplus/logout,4,logout,::1,,,,
"2024-11-26 06:58:47",/afyaplus/login,5,login,::1,,,,
"2024-11-26 07:10:16",/afyaplus/logout,5,logout,::1,,,,
"2024-11-26 07:10:23",/afyaplus/login,4,login,::1,,,,
"2024-11-26 07:12:05",/afyaplus/logout,4,logout,::1,,,,
"2024-11-26 07:12:17",/afyaplus/login,5,login,::1,,,,
"2024-11-26 08:17:32",/afyaplus/logout,5,logout,::1,,,,
"2024-11-26 08:17:49",/afyaplus/login,5,login,::1,,,,
"2024-11-26 10:09:01",/afyaplus/logout,5,logout,::1,,,,
"2024-11-26 10:09:08",/afyaplus/login,1,login,::1,,,,
"2024-11-26 10:35:53",/afyaplus/logout,1,logout,::1,,,,
"2024-11-26 11:52:16",/afyaplus/login,1,login,::1,,,,
"2024-11-26 11:56:41",/afyaplus/logout,1,logout,::1,,,,
"2024-11-26 11:57:01",/afyaplus/login,5,login,::1,,,,
"2024-11-26 12:05:31",/afyaplus/logout,5,logout,::1,,,,
"2024-11-26 12:05:37",/afyaplus/login,5,login,::1,,,,
"2024-11-26 12:10:11",/afyaplus/logout,5,logout,::1,,,,
"2024-11-26 12:10:15",/afyaplus/login,5,login,::1,,,,
"2024-11-26 12:37:00",/afyaplus/logout,5,logout,::1,,,,
"2024-11-26 12:38:01",/afyaplus/login,5,login,::1,,,,
"2024-11-26 12:50:20",/afyaplus/logout,5,logout,::1,,,,
"2024-11-26 15:54:20",/afyaplus/login,5,login,::1,,,,
"2024-11-26 16:00:32",/afyaplus/logout,5,logout,::1,,,,
"2024-11-26 16:00:44",/afyaplus/login,1,login,::1,,,,
"2024-11-26 16:01:39",/afyaplus/logout,1,logout,::1,,,,
"2024-11-26 16:01:45",/afyaplus/login,1,login,::1,,,,
"2024-11-26 16:19:55",/afyaplus/logout,1,logout,::1,,,,
